1	3532025
1	18041584
1	18043320
1	18043340
1	18043369
1	18043370
1	18045836
1	18045880
1	18045913
1	18049974
1	18068136
1	18068142
1	18068170
1	18068664
1	18069648
1	18075693
1	18081320
1	18081361
1	18157887
1	18157896
1	18157900
1	18164418
1	18164445
1	18164460
1	18168397
1	18168403
1	18210569
1	18592807
1	18592812
1	18592833
1	18592836
1	18592984
1	18593048
1	18593195
1	18593222
1	18593245
1	18593251
1	18593263
1	18593271
1	18593289
1	18593349
1	18593380
1	18593423
1	18626907
1	18626966
1	18627012
1	18638207
1	18638268
1	18638275
1	18638294
1	20542202
1	22598218
1	22598222
1	22598301
1	22598540
1	22598565
1	22598794
1	22599212
1	22599373
1	22599427
1	22603520
1	22604893
1	22609439
1	22612252
1	22612603
1	22612642
2	10616572
2	19680743
2	42266331
2	42272895
2	42273250
4	21291505
4	21292497
4	33587117
4	38625830
5	6853697
5	17516475
5	21157545
5	21157575
5	21157679
6	26563846
7	21397996
7	22282165
7	22305293
7	22305354
7	22305366
7	22305371
7	22305403
7	22305527
7	22305532
7	22307441
7	22307664
7	22307917
7	22307933
7	23773633
8	14294584
8	14307379
8	14308138
8	14308667
8	14308834
8	14309157
8	14309694
8	14310372
8	14311468
8	14313296
8	14314807
8	14356360
8	14356460
8	14357394
8	14358306
8	14361945
8	14361986
8	14362696
8	14363696
8	14363805
8	14365057
8	14365116
8	14365767
8	14365831
8	14365926
8	14366056
8	14366145
8	14366284
8	14366536
8	14366588
8	14367426
8	14368752
8	14369169
8	14369174
8	14369204
8	14369208
8	14369256
8	14369274
8	14369363
8	14369391
8	14369909
8	14370864
8	14370980
8	14372186
8	14372292
8	14404350
8	14404448
8	14404478
8	14404725
8	14405337
8	14406261
8	14407056
8	14407647
8	14407818
8	14407914
8	14408120
8	14408121
8	14408343
8	14408417
8	14408461
8	14408625
8	14408781
8	14408909
8	14408945
8	14408993
8	14409030
8	14409062
8	14409066
8	14409107
8	14409116
8	14409134
8	14409171
8	14409325
8	14409369
8	14409383
8	14409577
8	14410470
8	14410600
8	14411488
8	14411633
8	14411644
8	14411730
8	14412384
8	14412567
8	14413703
8	14417476
8	14418498
8	14418581
8	14418618
8	14419233
8	14440860
8	14441171
8	14441273
8	14441291
8	14441312
8	14441778
8	14441975
8	14442047
8	14442205
8	14442726
8	14443281
8	14443313
8	14443759
8	14443771
8	14443889
8	14443927
8	14460820
8	14460857
8	14460861
8	14461246
8	14461281
8	14461800
8	14461923
8	14462551
8	14462586
8	14462789
8	14464207
8	14464423
8	14465641
8	14484041
8	14497094
8	14497592
8	14498248
8	14498418
8	14498546
8	14499407
8	14499547
8	14499647
8	14499949
8	14500019
8	14500051
8	14500091
8	14500546
8	14503113
8	14513281
8	14523371
8	14523739
8	14523764
8	14523768
8	14524705
8	14524959
8	14525179
8	14529212
8	14529668
8	14529721
8	14531633
8	14837945
8	14859212
8	14859336
8	14917795
8	14921728
8	14921752
8	14924359
8	14938928
8	14939560
8	14939643
8	16499007
8	20066266
9	14167459
9	51146750
9	51146751
