Boltonia_001	1	16439641	16542275	102635	1710	73.2
Boltonia_001	1	37227640	37353138	125499	2224	94.2
Boltonia_002	1	15025365	15128713	103349	574	88.8
Boltonia_002	1	40733694	40950984	217291	4343	84.0
Boltonia_002	1	41848008	41949897	101890	2122	74.2
Boltonia_002	1	47148857	47253004	104148	973	82.4
Boltonia_004	1	14632203	14733520	101318	1667	78.6
Boltonia_004	1	15021282	15166845	145564	2094	90.8
Boltonia_004	1	18689307	18817421	128115	4750	92.4
Boltonia_004	1	22535471	22712126	176656	5363	96.4
Boltonia_004	1	22840606	22968449	127844	1868	93.0
Boltonia_004	1	23105020	23212680	107661	3160	95.2
Boltonia_004	1	23601092	23734463	133372	4047	95.3
Boltonia_004	1	29448306	29565505	117200	1273	66.3
Boltonia_004	1	36033566	36145534	111969	2186	58.9
Boltonia_004	1	40207092	40394706	187615	3375	82.9
Boltonia_004	1	44296354	44396811	100458	1481	92.1
Boltonia_004	1	46566471	46714907	148437	1926	74.4
Boltonia_005	1	19090006	19199191	109186	3283	80.1
Boltonia_005	1	34681176	34823127	141952	3477	94.6
Boltonia_005	1	34825785	35017629	191845	3839	90.3
Boltonia_005	1	35227036	35377010	149975	2712	94.3
Boltonia_005	1	35576175	35710556	134382	3788	97.6
Boltonia_005	1	35711562	35867870	156309	3458	96.6
Boltonia_005	1	36029703	36145534	115832	2290	70.4
Boltonia_005	1	36148484	36443596	295113	5737	95.8
Boltonia_005	1	36487646	36589003	101358	1872	81.7
Boltonia_005	1	36590415	36703006	112592	1805	82.4
Boltonia_005	1	37240082	37429232	189151	3581	94.0
Boltonia_005	1	37647052	37750356	103305	2307	89.3
Boltonia_005	1	38727612	38931950	204339	3413	86.4
Boltonia_005	1	38934489	39301340	366852	7127	96.0
Boltonia_005	1	39408805	39514655	105851	2194	94.1
Boltonia_005	1	39514962	39771500	256539	5946	97.1
Boltonia_005	1	39772156	39879963	107808	2479	81.0
Boltonia_005	1	40119433	40292434	173002	3362	85.2
Boltonia_005	1	40397649	40584642	186994	3994	90.1
Boltonia_005	1	40742449	41055197	312749	5845	94.1
Boltonia_005	1	41703415	41841629	138215	1897	93.6
Boltonia_005	1	42008796	42111610	102815	1708	68.2
Boltonia_005	1	42118122	42292233	174112	3276	84.6
Boltonia_005	1	42300582	42413187	112606	2510	95.7
Boltonia_005	1	42556412	42675646	119235	2829	94.4
Boltonia_005	1	42714110	42844405	130296	2550	93.9
