Sample_Name,Adapted_Longitude,Adapted_Latitude,current_30arcsec_annualPET,current_30arcsec_aridityIndexThornthwaite,current_30arcsec_climaticMoistureIndex,current_30arcsec_continentality,current_30arcsec_embergerQ,current_30arcsec_growingDegDays0,current_30arcsec_growingDegDays5,current_30arcsec_maxTempColdest,current_30arcsec_minTempWarmest,current_30arcsec_monthCountByTemp10,current_30arcsec_PETColdestQuarter,current_30arcsec_PETDriestQuarter,current_30arcsec_PETseasonality,current_30arcsec_PETWarmestQuarter,current_30arcsec_PETWettestQuarter,current_30arcsec_thermicityIndex,wc2.1_30s_bio_1,wc2.1_30s_bio_10,wc2.1_30s_bio_11,wc2.1_30s_bio_12,wc2.1_30s_bio_13,wc2.1_30s_bio_14,wc2.1_30s_bio_15,wc2.1_30s_bio_16,wc2.1_30s_bio_17,wc2.1_30s_bio_18,wc2.1_30s_bio_19,wc2.1_30s_bio_2,wc2.1_30s_bio_3,wc2.1_30s_bio_4,wc2.1_30s_bio_5,wc2.1_30s_bio_6,wc2.1_30s_bio_7,wc2.1_30s_bio_8,wc2.1_30s_bio_9
Boltonia_009,-90.51481032460988,38.961398423802066,1141.627978515625,35.12199935913086,-0.16800000071525573,27.940000534057617,84.1479995727539,49810.2,40699.8,29.2,191,7,26.966000366210938,26.966000366210938,5869.951953125,168.36399841308594,164.67599792480468,192.5,12.365000152587891,24.00999984741211,-0.34999998807907107,956.2,103,44.6,22.366232681274415,289,166.2,268.8,166.2,11.623333358764649,30.081070327758788,980.1616333007812,31.379999542236327,-7.2600000381469725,38.64000015258789,18.47666702270508,-0.34999998807907107
Boltonia_012,-90.51481032460988,38.961398423802066,1141.627978515625,35.12199935913086,-0.16800000071525573,27.940000534057617,84.1479995727539,49810.2,40699.8,29.2,191,7,26.966000366210938,26.966000366210938,5869.951953125,168.36399841308594,164.67599792480468,192.5,12.365000152587891,24.00999984741211,-0.34999998807907107,956.2,103,44.6,22.366232681274415,289,166.2,268.8,166.2,11.623333358764649,30.081070327758788,980.1616333007812,31.379999542236327,-7.2600000381469725,38.64000015258789,18.47666702270508,-0.34999998807907107
Boltonia_027,-90.51481032460988,38.961398423802066,1141.627978515625,35.12199935913086,-0.16800000071525573,27.940000534057617,84.1479995727539,49810.2,40699.8,29.2,191,7,26.966000366210938,26.966000366210938,5869.951953125,168.36399841308594,164.67599792480468,192.5,12.365000152587891,24.00999984741211,-0.34999998807907107,956.2,103,44.6,22.366232681274415,289,166.2,268.8,166.2,11.623333358764649,30.081070327758788,980.1616333007812,31.379999542236327,-7.2600000381469725,38.64000015258789,18.47666702270508,-0.34999998807907107
Boltonia_058,-90.51481032460988,38.961398423802066,1141.627978515625,35.12199935913086,-0.16800000071525573,27.940000534057617,84.1479995727539,49810.2,40699.8,29.2,191,7,26.966000366210938,26.966000366210938,5869.951953125,168.36399841308594,164.67599792480468,192.5,12.365000152587891,24.00999984741211,-0.34999998807907107,956.2,103,44.6,22.366232681274415,289,166.2,268.8,166.2,11.623333358764649,30.081070327758788,980.1616333007812,31.379999542236327,-7.2600000381469725,38.64000015258789,18.47666702270508,-0.34999998807907107
Boltonia_067,-90.51481032460988,38.961398423802066,1141.627978515625,35.12199935913086,-0.16800000071525573,27.940000534057617,84.1479995727539,49810.2,40699.8,29.2,191,7,26.966000366210938,26.966000366210938,5869.951953125,168.36399841308594,164.67599792480468,192.5,12.365000152587891,24.00999984741211,-0.34999998807907107,956.2,103,44.6,22.366232681274415,289,166.2,268.8,166.2,11.623333358764649,30.081070327758788,980.1616333007812,31.379999542236327,-7.2600000381469725,38.64000015258789,18.47666702270508,-0.34999998807907107
Boltonia_083,-90.51481032460988,38.961398423802066,1141.627978515625,35.12199935913086,-0.16800000071525573,27.940000534057617,84.1479995727539,49810.2,40699.8,29.2,191,7,26.966000366210938,26.966000366210938,5869.951953125,168.36399841308594,164.67599792480468,192.5,12.365000152587891,24.00999984741211,-0.34999998807907107,956.2,103,44.6,22.366232681274415,289,166.2,268.8,166.2,11.623333358764649,30.081070327758788,980.1616333007812,31.379999542236327,-7.2600000381469725,38.64000015258789,18.47666702270508,-0.34999998807907107
Boltonia_091,-90.51481032460988,38.961398423802066,1141.627978515625,35.12199935913086,-0.16800000071525573,27.940000534057617,84.1479995727539,49810.2,40699.8,29.2,191,7,26.966000366210938,26.966000366210938,5869.951953125,168.36399841308594,164.67599792480468,192.5,12.365000152587891,24.00999984741211,-0.34999998807907107,956.2,103,44.6,22.366232681274415,289,166.2,268.8,166.2,11.623333358764649,30.081070327758788,980.1616333007812,31.379999542236327,-7.2600000381469725,38.64000015258789,18.47666702270508,-0.34999998807907107
Boltonia_102,-90.51481032460988,38.961398423802066,1141.627978515625,35.12199935913086,-0.16800000071525573,27.940000534057617,84.1479995727539,49810.2,40699.8,29.2,191,7,26.966000366210938,26.966000366210938,5869.951953125,168.36399841308594,164.67599792480468,192.5,12.365000152587891,24.00999984741211,-0.34999998807907107,956.2,103,44.6,22.366232681274415,289,166.2,268.8,166.2,11.623333358764649,30.081070327758788,980.1616333007812,31.379999542236327,-7.2600000381469725,38.64000015258789,18.47666702270508,-0.34999998807907107
Boltonia_103,-90.51481032460988,38.961398423802066,1141.627978515625,35.12199935913086,-0.16800000071525573,27.940000534057617,84.1479995727539,49810.2,40699.8,29.2,191,7,26.966000366210938,26.966000366210938,5869.951953125,168.36399841308594,164.67599792480468,192.5,12.365000152587891,24.00999984741211,-0.34999998807907107,956.2,103,44.6,22.366232681274415,289,166.2,268.8,166.2,11.623333358764649,30.081070327758788,980.1616333007812,31.379999542236327,-7.2600000381469725,38.64000015258789,18.47666702270508,-0.34999998807907107
Boltonia_171,-90.51481032460988,38.961398423802066,1141.627978515625,35.12199935913086,-0.16800000071525573,27.940000534057617,84.1479995727539,49810.2,40699.8,29.2,191,7,26.966000366210938,26.966000366210938,5869.951953125,168.36399841308594,164.67599792480468,192.5,12.365000152587891,24.00999984741211,-0.34999998807907107,956.2,103,44.6,22.366232681274415,289,166.2,268.8,166.2,11.623333358764649,30.081070327758788,980.1616333007812,31.379999542236327,-7.2600000381469725,38.64000015258789,18.47666702270508,-0.34999998807907107
