Boltonia_001	A
Boltonia_002	A
Boltonia_004	C
Boltonia_005	D
Boltonia_006	D
Boltonia_007	E
Boltonia_008	A
Boltonia_009	B
Boltonia_012	B
Boltonia_013	F
Boltonia_014	D
Boltonia_015	F
Boltonia_016	A
Boltonia_017	D
Boltonia_019	C
Boltonia_020	F
Boltonia_021	E
Boltonia_022	C
Boltonia_023	D
Boltonia_024	F
Boltonia_025	C
Boltonia_026	E
Boltonia_027	B
Boltonia_028	E
Boltonia_029	F
Boltonia_030	E
Boltonia_031	C
Boltonia_032	C
Boltonia_033	F
Boltonia_034	A
Boltonia_035	A
Boltonia_036	A
Boltonia_037	E
Boltonia_038	C
Boltonia_039	C
Boltonia_040	E
Boltonia_042	A
Boltonia_043	D
Boltonia_044	C
Boltonia_045	D
Boltonia_046	C
Boltonia_047	C
Boltonia_048	C
Boltonia_050	C
Boltonia_051	A
Boltonia_052	A
Boltonia_053	F
Boltonia_054	E
Boltonia_055	D
Boltonia_056	F
Boltonia_057	F
Boltonia_058	B
Boltonia_059	C
Boltonia_060	F
Boltonia_061	D
Boltonia_062	D
Boltonia_063	F
Boltonia_064	A
Boltonia_065	F
Boltonia_066	F
Boltonia_067	B
Boltonia_070	E
Boltonia_071	C
Boltonia_072	A
Boltonia_073	F
Boltonia_074	E
Boltonia_075	C
Boltonia_076	C
Boltonia_077	F
Boltonia_078	C
Boltonia_079	C
Boltonia_080	F
Boltonia_081	F
Boltonia_083	B
Boltonia_084	C
Boltonia_085	F
Boltonia_086	C
Boltonia_087	F
Boltonia_088	D
Boltonia_089	F
Boltonia_090	F
Boltonia_091	B
Boltonia_092	D
Boltonia_093	E
Boltonia_094	C
Boltonia_095	E
Boltonia_096	C
Boltonia_097	C
Boltonia_098	E
Boltonia_099	E
Boltonia_100	D
Boltonia_101	C
Boltonia_102	B
Boltonia_103	B
Boltonia_105	E
Boltonia_106	D
Boltonia_107	F
Boltonia_108	E
Boltonia_109	C
Boltonia_110	D
Boltonia_111	E
Boltonia_112	E
Boltonia_113	D
Boltonia_114	A
Boltonia_115	C
Boltonia_116	E
Boltonia_117	E
Boltonia_118	C
Boltonia_119	C
Boltonia_120	D
Boltonia_121	D
Boltonia_123	F
Boltonia_124	F
Boltonia_125	F
Boltonia_127	E
Boltonia_126	A
Boltonia_128	E
Boltonia_129	C
Boltonia_130	F
Boltonia_131	F
Boltonia_132	F
Boltonia_133	C
Boltonia_134	F
Boltonia_135	F
Boltonia_136	C
Boltonia_137	F
Boltonia_138	C
Boltonia_139	A
Boltonia_140	C
Boltonia_141	A
Boltonia_142	F
Boltonia_143	F
Boltonia_144	C
Boltonia_145	A
Boltonia_146	C
Boltonia_147	E
Boltonia_148	C
Boltonia_149	D
Boltonia_150	F
Boltonia_151	C
Boltonia_152	C
Boltonia_153	A
Boltonia_154	F
Boltonia_155	A
Boltonia_157	C
Boltonia_158	D
Boltonia_159	E
Boltonia_160	C
Boltonia_161	E
Boltonia_162	C
Boltonia_163	F
Boltonia_164	C
Boltonia_165	A
Boltonia_167	C
Boltonia_168	E
Boltonia_169	A
Boltonia_170	F
Boltonia_171	B
Boltonia_172	D
Boltonia_173	C
Boltonia_174	C
Boltonia_175	E
Boltonia_176	A
Boltonia_177	E
Boltonia_178	A
Boltonia_179	D
Boltonia_180	F
Boltonia_181	E
Boltonia_182	F
Boltonia_183	C
Boltonia_184	A
Boltonia_185	F
Boltonia_186	E
Boltonia_187	C
Boltonia_188	C
Boltonia_189	E
Boltonia_190	B
Boltonia_191	F
Boltonia_192	C
Boltonia_193	D
Boltonia_194	C
Boltonia_195	F
Boltonia_196	A
Boltonia_197	C
Boltonia_198	C
Boltonia_200	C
Boltonia_201	F
Boltonia_202	E
Boltonia_203	A
Boltonia_204	C
Boltonia_205	F
Boltonia_207	E
Boltonia_208	F
Boltonia_209	F
Boltonia_210	B
Boltonia_211	A
Boltonia_212	C
Boltonia_213	A
Boltonia_214	A
Boltonia_215	D
Boltonia_217	F
Boltonia_218	B
Boltonia_219	E
Boltonia_220	C
Boltonia_221	F
Boltonia_222	E
Boltonia_224	C
Boltonia_225	B
Boltonia_226	A
Boltonia_227	D
Boltonia_228	F
Boltonia_229	E
Boltonia_230	E
Boltonia_231	E
Boltonia_232	F
Boltonia_233	F
Boltonia_234	C
Boltonia_235	C
Boltonia_236	C
Boltonia_237	C
Boltonia_238	C
Boltonia_239	C
Boltonia_240	E
Boltonia_241	E
Boltonia_242	C
Boltonia_243	E
Boltonia_244	C
Boltonia_245	C
Boltonia_246	D
Boltonia_247	A
Boltonia_248	A
Boltonia_249	E
Boltonia_250	B
Boltonia_251	C
Boltonia_253	C
Boltonia_254	C
Boltonia_255	A
Boltonia_256	C
Boltonia_257	F
Boltonia_258	F
Boltonia_259	B
Boltonia_260	C
Boltonia_261	A
Boltonia_262	A
Boltonia_263	E
Boltonia_264	B
Boltonia_265	C
Boltonia_267	B
Boltonia_268	F
Boltonia_269	F
Boltonia_270	E
Boltonia_271	D
Boltonia_272	C
Boltonia_273	C
Boltonia_274	D
Boltonia_275	F
Boltonia_276	E
Boltonia_277	C
Boltonia_278	C
Boltonia_279	B
Boltonia_280	F
Boltonia_281	A
Boltonia_282	F
Boltonia_283	A
Boltonia_284	C
Boltonia_285	C
Boltonia_286	C
Boltonia_287	C
Boltonia_288	B
Boltonia_289	D
Boltonia_290	F
Boltonia_291	F
Boltonia_292	E
Boltonia_293	C
Boltonia_294	F
Boltonia_295	C
Boltonia_296	E
Boltonia_298	A
Boltonia_299	F
Boltonia_301	E
Boltonia_302	C
Boltonia_303	A
Boltonia_304	F
Boltonia_305	E
Boltonia_306	D
Boltonia_307	C
Boltonia_308	A
Boltonia_309	E
Boltonia_310	E
Boltonia_311	D
Boltonia_312	D
Boltonia_313	E
Boltonia_315	E
Boltonia_316	F
Boltonia_317	E
Boltonia_318	E
Boltonia_320	B
Boltonia_321	A
Boltonia_322	E
Boltonia_323	C
Boltonia_324	A
Boltonia_325	F
Boltonia_326	A
Boltonia_327	C
Boltonia_329	F
Boltonia_330	F
Boltonia_331	E
Boltonia_332	F
Boltonia_334	E
Boltonia_335	B
Boltonia_336	C
Boltonia_337	D
Boltonia_338	F
Boltonia_339	D
Boltonia_341	D
Boltonia_342	F
Boltonia_343	C
Boltonia_344	F
Boltonia_345	F
Boltonia_349	C
Boltonia_350	D
Boltonia_351	C
Boltonia_352	E
Boltonia_353	F
Boltonia_354	E
Boltonia_355	D
Boltonia_356	B
Boltonia_358	C
Boltonia_359	A
Boltonia_360	B
Boltonia_361	B
Boltonia_362	F
Boltonia_363	C
Boltonia_364	C
Boltonia_365	F
Boltonia_366	E
Boltonia_367	B
Boltonia_368	A
Boltonia_370	F
Boltonia_371	C
Boltonia_372	C
Boltonia_373	C
Boltonia_374	D
Boltonia_375	F
Boltonia_376	C
Boltonia_377	C
Boltonia_378	C
Boltonia_379	E
Boltonia_380	C
Boltonia_381	C
Boltonia_382	C
Boltonia_383	E
Boltonia_384	B
Boltonia_385	C
Boltonia_386	F
Boltonia_387	C
Boltonia_388	D
Boltonia_389	E
Boltonia_390	D
Boltonia_392	C
Boltonia_393	F
Boltonia_394	D
Boltonia_395	F
Boltonia_396	A
Boltonia_397	D
Boltonia_398	C
Boltonia_399	F
Boltonia_400	D
Boltonia_401	E
Boltonia_402	E
Boltonia_403	C
Boltonia_404	E
Boltonia_405	C
Boltonia_408	D
Boltonia_409	E
Boltonia_411	E
Boltonia_412	C
Boltonia_413	F
Boltonia_415	F
Boltonia_417	C
Boltonia_418	A
Boltonia_420	C
Boltonia_421	C
Boltonia_422	A
Boltonia_423	A
Boltonia_424	B
Boltonia_425	C
Boltonia_426	E
Boltonia_427	D
Boltonia_428	C
Boltonia_429	C
Boltonia_430	B
Boltonia_431	D
Boltonia_432	D
Boltonia_433	C
Boltonia_434	D
Boltonia_435	B
Boltonia_436	C
Boltonia_437	E
Boltonia_438	C
Boltonia_441	B
Boltonia_442	B
Boltonia_443	A
Boltonia_444	C
Boltonia_445	F
Boltonia_446	A
Boltonia_448	B
Boltonia_449	E
Boltonia_452	A
Boltonia_453	B
Boltonia_454	E
Boltonia_455	C
Boltonia_456	B
Boltonia_457	A
Boltonia_458	E
Boltonia_459	E
Boltonia_460	C
Boltonia_461	A
Boltonia_462	D
Boltonia_463	C
Boltonia_465	C
Boltonia_466	A
Boltonia_467	A
Boltonia_468	B
